Categories,Name,Measurement,Daily Value
Essential Amino Acids,Lysine,468mg,22%
Essential Amino Acids,Methionine,195mg,27%
Essential Amino Acids,Phenylalanine,349mg,40%
Essential Amino Acids,Threonine,285mg,27%
Essential Amino Acids,Tryptophan,85mg,31%
Essential Amino Acids,Valine,440mg,24%
Conditionally Essential Amino Acids,Arginine,421mg,
Conditionally Essential Amino Acids,Cystine,140mg,49%
Conditionally Essential Amino Acids,Glycine,221mg,
Conditionally Essential Amino Acids,Proline,263mg,
Conditionally Essential Amino Acids,Tyrosine,256mg,29%
Non-Essential Amino Acids,Alanine,377mg,
Non-Essential Amino Acids,Aspartic acid,681mg,
Non-Essential Amino Acids,Betaine,0.12mg,
Non-Essential Amino Acids,Glutamic acid,858mg,
Non-Essential Amino Acids,Hydroxyproline,--mg,
Non-Essential Amino Acids,Serine,498mg,
