Categories,Name,Measurement,Daily Value
Monounsaturated Fats,cis-Tetracosenoic Acid (24:1 cis),--g,
Polyunsaturated Fats,Octadecadienoic Acid (18:2),0.143g,
Polyunsaturated Fats,Conjugated Linoleic Acid (CLAs),--g,
Polyunsaturated Fats,i-Octadecadienoic Acid (18:2 mixed isomers),--g,
Polyunsaturated Fats,undifferentiated-Octadecatrienoic,0.003g,
Polyunsaturated Fats,Octadecatrienoic Acid (mixed isomers),--g,
Polyunsaturated Fats,Parinaric Acid (18:4),0g,
Polyunsaturated Fats,Eicosatrienoic Acid (20:3),--g,
Polyunsaturated Fats,Eicosatetraenoic Acid 20:4,0g,
Polyunsaturated Fats,Heneicosapentaenoic Acid 21:5,--g,
Polyunsaturated Fats,22:4,--g,
Trans Fats,Trans-Polyenoic Fats,--g,
Trans Fats,Trans-Monoenoic Fats,--g,
Trans Fats,trans-Palmitoleic Acid (16:1 trans),--g,
Trans Fats,trans-Oleic Acid (18:1 trans),--g,
Trans Fats,trans-Docosenoic Acid (22:1 trans),--g,
Trans Fats,trans-Octadecadienoic Acid (18:2 trans),--g,
Trans Fats,trans-trans-Octadecadienoic Acid (18:2 trans trans),--g,
Phytosterols (Plant Sterols),Total Phytosterols,--g,
Phytosterols (Plant Sterols),Stigmasterol,--g,
Phytosterols (Plant Sterols),Campesterol,--g,
Phytosterols (Plant Sterols),Beta-sitosterol,--g,
Essential Amino Acids,Histidine,10mg,1%
Essential Amino Acids,Isoleucine,12mg,1%
Essential Amino Acids,Leucine,18mg,1%
Essential Amino Acids,Lysine,21mg,1%
Essential Amino Acids,Methionine,8mg,1%
Essential Amino Acids,Phenylalanine,27mg,3%
Essential Amino Acids,Threonine,12mg,1%
Essential Amino Acids,Tryptophan,6mg,2%
Essential Amino Acids,Valine,17mg,1%
Conditionally Essential Amino Acids,Arginine,12mg,
Conditionally Essential Amino Acids,Cystine,6mg,2%
Conditionally Essential Amino Acids,Glycine,14mg,
Conditionally Essential Amino Acids,Proline,13mg,
Conditionally Essential Amino Acids,Tyrosine,9mg,1%
Non-Essential Amino Acids,Alanine,22mg,
Non-Essential Amino Acids,Aspartic acid,733mg,
Non-Essential Amino Acids,Betaine,0.26mg,
Non-Essential Amino Acids,Glutamic acid,44mg,
Non-Essential Amino Acids,Hydroxyproline,--mg,
Non-Essential Amino Acids,Serine,23mg,
