Categories,Name,Measurement,Daily Value
Omega 3 Fats,n-3-Eicosatrienoic Acid (20:3),--g,
Omega-6 Fats,Linoleic Acid (18:2 n-6 cis cis),0.349g,
Omega-6 Fats,gamma-Linolenic Acid (GLA),0.003g,
Omega-6 Fats,cis-cis-n6-Eicosadienoic Acid,0.004g,
Omega-6 Fats,Dihomo-gamma-linolenic acid (DGLA),--g,
Omega-6 Fats,Arachidonic acid (AA),--g,
Omega-6 Fats,Butyric (4:0),0g,
Omega-6 Fats,Caproic (6:0),0g,
Omega-6 Fats,Caprylic Acid (8:0),0g,
Omega-6 Fats,Capric Acid (10:0),0g,
Omega-6 Fats,Lauric Acid (12:0),0g,
Omega-6 Fats,Tridecanoic Acid (13:0),--g,
Omega-6 Fats,Myristic Acid (14:0),0.007g,
Omega-6 Fats,Pentadecanoic Acid (15:0),0.001g,
Omega-6 Fats,Palmitic Acid (16:0),0.541g,
Omega-6 Fats,Margaric Acid (17:0),0.005g,
Omega-6 Fats,Stearic Acid (18:0),0.199g,
Omega-6 Fats,Arachidic Acid (20:0),0g,
Omega-6 Fats,Behenic Acid (22:0),0.001g,
Omega-6 Fats,Lignoceric Acid (24:0),0g,
Monounsaturated Fats,Myristoleic Acid (14:1),0.001g,
Monounsaturated Fats,Pentadecenoic Acid (15:1),0g,
Monounsaturated Fats,Palmitoleic Acid (16:1),0.044g,
Monounsaturated Fats,cis-Palmitoleic Acid (16:1 cis),--g,
Monounsaturated Fats,Heptadecenoic Acid (17:1),0g,
Monounsaturated Fats,Oleic Acid (18:1),0.786g,
Monounsaturated Fats,cis-Oleic Acid (18:1 cis),0.777g,
Monounsaturated Fats,cis-Vaccenic acid,--g,
Monounsaturated Fats,Gadoleic Acid (20:1),0.005g,
Monounsaturated Fats,Docosenoic Acid (22:1),0g,
Monounsaturated Fats,cis-Docosenoic Acid (22:1 cis),--g,
Monounsaturated Fats,cis-Tetracosenoic Acid (24:1 cis),--g,
Polyunsaturated Fats,Octadecadienoic Acid (18:2),0.352g,
Polyunsaturated Fats,Conjugated Linoleic Acid (CLAs),--g,
Polyunsaturated Fats,i-Octadecadienoic Acid (18:2 mixed isomers),--g,
Polyunsaturated Fats,undifferentiated-Octadecatrienoic,0.012g,
Polyunsaturated Fats,Octadecatrienoic Acid (mixed isomers),0.001g,
Polyunsaturated Fats,Parinaric Acid (18:4),0g,
Polyunsaturated Fats,Eicosatrienoic Acid (20:3),0g,
Polyunsaturated Fats,Eicosatetraenoic Acid 20:4,0.036g,
Polyunsaturated Fats,Heneicosapentaenoic Acid 21:5,--g,
Polyunsaturated Fats,22:4,--g,
Trans Fats,Trans-Polyenoic Fats,0.004g,
Trans Fats,Trans-Monoenoic Fats,0.009g,
Trans Fats,trans-Palmitoleic Acid (16:1 trans),--g,
Trans Fats,trans-Oleic Acid (18:1 trans),0.009g,
Trans Fats,trans-Docosenoic Acid (22:1 trans),--g,
Trans Fats,trans-Octadecadienoic Acid (18:2 trans),--g,
Trans Fats,trans-trans-Octadecadienoic Acid (18:2 trans trans),0.003g,
Phytosterols (Plant Sterols),Total Phytosterols,--g,
Phytosterols (Plant Sterols),Stigmasterol,--g,
Phytosterols (Plant Sterols),Campesterol,--g,
Phytosterols (Plant Sterols),Beta-sitosterol,--g,
Essential Amino Acids,Histidine,60mg,9%
Essential Amino Acids,Isoleucine,122mg,9%
Essential Amino Acids,Leucine,208mg,8%
Essential Amino Acids,Lysine,167mg,8%
Essential Amino Acids,Methionine,75mg,10%
Essential Amino Acids,Phenylalanine,127mg,14%
Essential Amino Acids,Threonine,106mg,10%
Essential Amino Acids,Tryptophan,39mg,14%
Essential Amino Acids,Valine,150mg,8%
Conditionally Essential Amino Acids,Arginine,154mg,
Conditionally Essential Amino Acids,Cystine,54mg,19%
Conditionally Essential Amino Acids,Glycine,81mg,
Conditionally Essential Amino Acids,Proline,92mg,
Conditionally Essential Amino Acids,Tyrosine,99mg,11%
Non-Essential Amino Acids,Alanine,135mg,
Non-Essential Amino Acids,Aspartic acid,251mg,
Non-Essential Amino Acids,Betaine,--mg,
Non-Essential Amino Acids,Glutamic acid,319mg,
Non-Essential Amino Acids,Hydroxyproline,--mg,
Non-Essential Amino Acids,Serine,189mg,
