Categories,Name,Measurement,Daily Value
Omega-6 Fats,Arachidonic acid (AA),--g,
Omega-6 Fats,Butyric (4:0),0.39g,
Omega-6 Fats,Caproic (6:0),0.23g,
Omega-6 Fats,Caprylic Acid (8:0),0.13g,
Omega-6 Fats,Capric Acid (10:0),0.3g,
Omega-6 Fats,Lauric Acid (12:0),0.34g,
Omega-6 Fats,Tridecanoic Acid (13:0),--g,
Omega-6 Fats,Myristic Acid (14:0),1.24g,
Omega-6 Fats,Pentadecanoic Acid (15:0),--g,
Omega-6 Fats,Palmitic Acid (16:0),3.36g,
Omega-6 Fats,Margaric Acid (17:0),--g,
Omega-6 Fats,Stearic Acid (18:0),1.47g,
Omega-6 Fats,Arachidic Acid (20:0),--g,
Omega-6 Fats,Behenic Acid (22:0),--g,
Omega-6 Fats,Lignoceric Acid (24:0),--g,
Monounsaturated Fats,Myristoleic Acid (14:1),--g,
Monounsaturated Fats,Pentadecenoic Acid (15:1),--g,
Monounsaturated Fats,Palmitoleic Acid (16:1),0.27g,
Monounsaturated Fats,cis-Palmitoleic Acid (16:1 cis),--g,
Monounsaturated Fats,Heptadecenoic Acid (17:1),--g,
Monounsaturated Fats,Oleic Acid (18:1),3.22g,
Monounsaturated Fats,cis-Oleic Acid (18:1 cis),--g,
Monounsaturated Fats,cis-Vaccenic acid,--g,
Monounsaturated Fats,Gadoleic Acid (20:1),0g,
Monounsaturated Fats,Docosenoic Acid (22:1),0g,
Monounsaturated Fats,cis-Docosenoic Acid (22:1 cis),--g,
Monounsaturated Fats,cis-Tetracosenoic Acid (24:1 cis),--g,
Polyunsaturated Fats,Octadecadienoic Acid (18:2),0.28g,
Polyunsaturated Fats,Conjugated Linoleic Acid (CLAs),--g,
Polyunsaturated Fats,i-Octadecadienoic Acid (18:2 mixed isomers),--g,
Polyunsaturated Fats,undifferentiated-Octadecatrienoic,0.18g,
Polyunsaturated Fats,Octadecatrienoic Acid (mixed isomers),--g,
Polyunsaturated Fats,Parinaric Acid (18:4),0g,
Polyunsaturated Fats,Eicosatrienoic Acid (20:3),--g,
Polyunsaturated Fats,Eicosatetraenoic Acid 20:4,0g,
Polyunsaturated Fats,Heneicosapentaenoic Acid 21:5,--g,
Polyunsaturated Fats,22:4,--g,
Trans Fats,Trans-Polyenoic Fats,--g,
Trans Fats,Trans-Monoenoic Fats,--g,
Trans Fats,trans-Palmitoleic Acid (16:1 trans),--g,
Trans Fats,trans-Oleic Acid (18:1 trans),--g,
Trans Fats,trans-Docosenoic Acid (22:1 trans),--g,
Trans Fats,trans-Octadecadienoic Acid (18:2 trans),--g,
Trans Fats,trans-trans-Octadecadienoic Acid (18:2 trans trans),--g,
Phytosterols (Plant Sterols),Total Phytosterols,--g,
Phytosterols (Plant Sterols),Stigmasterol,--g,
Phytosterols (Plant Sterols),Campesterol,--g,
Phytosterols (Plant Sterols),Beta-sitosterol,--g,
Essential Amino Acids,Histidine,99mg,14%
Essential Amino Acids,Isoleucine,215mg,15%
Essential Amino Acids,Leucine,353mg,13%
Essential Amino Acids,Lysine,296mg,14%
Essential Amino Acids,Methionine,91mg,13%
Essential Amino Acids,Phenylalanine,176mg,20%
Essential Amino Acids,Threonine,169mg,16%
Essential Amino Acids,Tryptophan,48mg,17%
Essential Amino Acids,Valine,241mg,13%
Conditionally Essential Amino Acids,Arginine,172mg,
Conditionally Essential Amino Acids,Cystine,36mg,13%
Conditionally Essential Amino Acids,Glycine,163mg,
Conditionally Essential Amino Acids,Proline,374mg,
Conditionally Essential Amino Acids,Tyrosine,170mg,19%
Non-Essential Amino Acids,Alanine,164mg,
Non-Essential Amino Acids,Aspartic acid,300mg,
Non-Essential Amino Acids,Betaine,--mg,
Non-Essential Amino Acids,Glutamic acid,745mg,
Non-Essential Amino Acids,Hydroxyproline,--mg,
Non-Essential Amino Acids,Serine,216mg,
