Categories,Name,Measurement,Daily Value
Polyunsaturated Fats,Eicosatetraenoic Acid 20:4,0g,
Polyunsaturated Fats,Heneicosapentaenoic Acid 21:5,--g,
Polyunsaturated Fats,22:4,--g,
Trans Fats,Trans-Polyenoic Fats,--g,
Trans Fats,Trans-Monoenoic Fats,--g,
Trans Fats,trans-Palmitoleic Acid (16:1 trans),--g,
Trans Fats,trans-Oleic Acid (18:1 trans),--g,
Trans Fats,trans-Docosenoic Acid (22:1 trans),--g,
Trans Fats,trans-Octadecadienoic Acid (18:2 trans),--g,
Trans Fats,trans-trans-Octadecadienoic Acid (18:2 trans trans),--g,
Phytosterols (Plant Sterols),Total Phytosterols,--g,
Phytosterols (Plant Sterols),Stigmasterol,--g,
Phytosterols (Plant Sterols),Campesterol,--g,
Phytosterols (Plant Sterols),Beta-sitosterol,--g,
Essential Amino Acids,Histidine,327mg,47%
Essential Amino Acids,Isoleucine,581mg,42%
Essential Amino Acids,Leucine,1082mg,40%
Essential Amino Acids,Lysine,405mg,19%
Essential Amino Acids,Methionine,167mg,23%
Essential Amino Acids,Phenylalanine,692mg,79%
Essential Amino Acids,Threonine,492mg,47%
Essential Amino Acids,Tryptophan,221mg,79%
Essential Amino Acids,Valine,639mg,35%
Conditionally Essential Amino Acids,Arginine,504mg,
Conditionally Essential Amino Acids,Cystine,179mg,62%
Conditionally Essential Amino Acids,Glycine,444mg,
Conditionally Essential Amino Acids,Proline,1785mg,
Conditionally Essential Amino Acids,Tyrosine,223mg,25%
Non-Essential Amino Acids,Alanine,472mg,
Non-Essential Amino Acids,Aspartic acid,760mg,
Non-Essential Amino Acids,Betaine,121mg,
Non-Essential Amino Acids,Glutamic acid,4554mg,
Non-Essential Amino Acids,Hydroxyproline,0mg,
Non-Essential Amino Acids,Serine,728mg,
