Categories,Name,Measurement,Daily Value
Omega-6 Fats,Lauric Acid (12:0),0.003g,
Omega-6 Fats,Tridecanoic Acid (13:0),--g,
Omega-6 Fats,Myristic Acid (14:0),0.013g,
Omega-6 Fats,Pentadecanoic Acid (15:0),--g,
Omega-6 Fats,Palmitic Acid (16:0),0.074g,
Omega-6 Fats,Margaric Acid (17:0),--g,
Omega-6 Fats,Stearic Acid (18:0),0.016g,
Omega-6 Fats,Arachidic Acid (20:0),--g,
Omega-6 Fats,Behenic Acid (22:0),--g,
Omega-6 Fats,Lignoceric Acid (24:0),--g,
Monounsaturated Fats,Myristoleic Acid (14:1),--g,
Monounsaturated Fats,Pentadecenoic Acid (15:1),--g,
Monounsaturated Fats,Palmitoleic Acid (16:1),0.035g,
Monounsaturated Fats,cis-Palmitoleic Acid (16:1 cis),--g,
Monounsaturated Fats,Heptadecenoic Acid (17:1),--g,
Monounsaturated Fats,Oleic Acid (18:1),0.076g,
Monounsaturated Fats,cis-Oleic Acid (18:1 cis),--g,
Monounsaturated Fats,cis-Vaccenic acid,--g,
Monounsaturated Fats,Gadoleic Acid (20:1),0.012g,
Monounsaturated Fats,Docosenoic Acid (22:1),0.032g,
Monounsaturated Fats,cis-Docosenoic Acid (22:1 cis),--g,
Monounsaturated Fats,cis-Tetracosenoic Acid (24:1 cis),--g,
Polyunsaturated Fats,Octadecadienoic Acid (18:2),0.017g,
Polyunsaturated Fats,Conjugated Linoleic Acid (CLAs),--g,
Polyunsaturated Fats,i-Octadecadienoic Acid (18:2 mixed isomers),--g,
Polyunsaturated Fats,undifferentiated-Octadecatrienoic,0.012g,
Polyunsaturated Fats,Octadecatrienoic Acid (mixed isomers),--g,
Polyunsaturated Fats,Parinaric Acid (18:4),0.013g,
Polyunsaturated Fats,Eicosatrienoic Acid (20:3),--g,
Polyunsaturated Fats,Eicosatetraenoic Acid 20:4,0.037g,
Polyunsaturated Fats,Heneicosapentaenoic Acid 21:5,--g,
Polyunsaturated Fats,22:4,--g,
Trans Fats,Trans-Polyenoic Fats,--g,
Trans Fats,Trans-Monoenoic Fats,--g,
Trans Fats,trans-Palmitoleic Acid (16:1 trans),--g,
Trans Fats,trans-Oleic Acid (18:1 trans),--g,
Trans Fats,trans-Docosenoic Acid (22:1 trans),--g,
Trans Fats,trans-Octadecadienoic Acid (18:2 trans),--g,
Trans Fats,trans-trans-Octadecadienoic Acid (18:2 trans trans),--g,
Phytosterols (Plant Sterols),Total Phytosterols,--g,
Phytosterols (Plant Sterols),Stigmasterol,--g,
Phytosterols (Plant Sterols),Campesterol,--g,
Phytosterols (Plant Sterols),Beta-sitosterol,--g,
Essential Amino Acids,Histidine,334mg,48%
Essential Amino Acids,Isoleucine,797mg,57%
Essential Amino Acids,Leucine,1306mg,48%
Essential Amino Acids,Lysine,1431mg,68%
Essential Amino Acids,Methionine,463mg,64%
Essential Amino Acids,Phenylalanine,694mg,79%
Essential Amino Acids,Threonine,666mg,63%
Essential Amino Acids,Tryptophan,229mg,82%
Essential Amino Acids,Valine,774mg,43%
Conditionally Essential Amino Acids,Arginine,1437mg,
Conditionally Essential Amino Acids,Cystine,184mg,64%
Conditionally Essential Amino Acids,Glycine,992mg,
Conditionally Essential Amino Acids,Proline,542mg,
Conditionally Essential Amino Acids,Tyrosine,547mg,63%
Non-Essential Amino Acids,Alanine,932mg,
Non-Essential Amino Acids,Aspartic acid,1700mg,
Non-Essential Amino Acids,Betaine,--mg,
Non-Essential Amino Acids,Glutamic acid,2805mg,
Non-Essential Amino Acids,Hydroxyproline,--mg,
Non-Essential Amino Acids,Serine,648mg,
