Categories,Name,Measurement,Daily Value
Phytosterols (Plant Sterols),Campesterol,--g,
Phytosterols (Plant Sterols),Beta-sitosterol,--g,
Essential Amino Acids,Histidine,378mg,54%
Essential Amino Acids,Isoleucine,593mg,42%
Essential Amino Acids,Leucine,1139mg,42%
Essential Amino Acids,Lysine,429mg,20%
Essential Amino Acids,Methionine,268mg,37%
Essential Amino Acids,Phenylalanine,748mg,85%
Essential Amino Acids,Threonine,430mg,41%
Essential Amino Acids,Tryptophan,133mg,48%
Essential Amino Acids,Valine,686mg,38%
Conditionally Essential Amino Acids,Arginine,600mg,
Conditionally Essential Amino Acids,Cystine,299mg,104%
Conditionally Essential Amino Acids,Glycine,496mg,
Conditionally Essential Amino Acids,Proline,1544mg,
Conditionally Essential Amino Acids,Tyrosine,293mg,33%
Non-Essential Amino Acids,Alanine,516mg,
Non-Essential Amino Acids,Aspartic acid,762mg,
Non-Essential Amino Acids,Betaine,132mg,
Non-Essential Amino Acids,Glutamic acid,4580mg,
Non-Essential Amino Acids,Hydroxyproline,--mg,
Non-Essential Amino Acids,Serine,803mg,
