Categories,Name,Measurement,Daily Value
Trans Fats,trans-Palmitoleic Acid (16:1 trans),--g,
Trans Fats,trans-Oleic Acid (18:1 trans),--g,
Trans Fats,trans-Docosenoic Acid (22:1 trans),--g,
Trans Fats,trans-Octadecadienoic Acid (18:2 trans),--g,
Trans Fats,trans-trans-Octadecadienoic Acid (18:2 trans trans),--g,
Phytosterols (Plant Sterols),Total Phytosterols,--g,
Phytosterols (Plant Sterols),Stigmasterol,--g,
Phytosterols (Plant Sterols),Campesterol,--g,
Phytosterols (Plant Sterols),Beta-sitosterol,--g,
Essential Amino Acids,Histidine,457mg,65%
Essential Amino Acids,Isoleucine,716mg,51%
Essential Amino Acids,Leucine,1263mg,46%
Essential Amino Acids,Lysine,1427mg,68%
Essential Amino Acids,Methionine,460mg,63%
Essential Amino Acids,Phenylalanine,607mg,69%
Essential Amino Acids,Threonine,681mg,65%
Essential Amino Acids,Tryptophan,174mg,62%
Essential Amino Acids,Valine,801mg,44%
Conditionally Essential Amino Acids,Arginine,930mg,
Conditionally Essential Amino Acids,Cystine,167mg,58%
Conditionally Essential Amino Acids,Glycine,746mg,
Conditionally Essential Amino Acids,Proline,549mg,
Conditionally Essential Amino Acids,Tyrosine,524mg,60%
Non-Essential Amino Acids,Alanine,940mg,
Non-Essential Amino Acids,Aspartic acid,1591mg,
Non-Essential Amino Acids,Betaine,--mg,
Non-Essential Amino Acids,Glutamic acid,2320mg,
Non-Essential Amino Acids,Hydroxyproline,--mg,
Non-Essential Amino Acids,Serine,634mg,
