Categories,Name,Measurement,Daily Value
Carbs & Sugars,Sucrose,--g,
Carbs & Sugars,Glucose (Dextrose),--g,
Carbs & Sugars,Fructose,--g,
Carbs & Sugars,Lactose,--g,
Carbs & Sugars,Maltose,--g,
Carbs & Sugars,Galactose,--g,
Carbs & Sugars,Starch,--g,
Carbs & Sugars,"Carbohydrate, other",--g,
Carbs & Sugars,Total sugar alcohols,--g,
Fats,Total Monounsaturated,119.298g,
Fats,Total Polyunsaturated,12.696g,
Fats,Omega 3s,0.384g,24%
Fats,Omega 6s,9.669g,57%
Fats,Omega 3 to Omega 6 Ratio,0.04,
Fats,Omega 6 to Omega 3 Ratio,25.18,
Omega 3 Fats,alpha-Linolenic Acid (ALA),0.384g,24%
Omega 3 Fats,Eicosapentaenoic Acid (EPA),0.068g,
Omega 3 Fats,Docosapentaenoic Acid (DPA),0.226g,
Omega 3 Fats,Docosahexaenoic Acid (DHA),0.023g,
Omega 3 Fats,n-3-Eicosatrienoic Acid (20:3),--g,
Omega-6 Fats,Linoleic Acid (18:2 n-6 cis cis),9.284g,
Omega-6 Fats,gamma-Linolenic Acid (GLA),--g,
Omega-6 Fats,cis-cis-n6-Eicosadienoic Acid,0.045g,
Omega-6 Fats,Dihomo-gamma-linolenic acid (DGLA),0.339g,
Omega-6 Fats,Arachidonic acid (AA),--g,
Omega-6 Fats,Butyric (4:0),0g,
Omega-6 Fats,Caproic (6:0),0g,
Omega-6 Fats,Caprylic Acid (8:0),0g,
Omega-6 Fats,Capric Acid (10:0),0.136g,
Omega-6 Fats,Lauric Acid (12:0),0.203g,
Omega-6 Fats,Tridecanoic Acid (13:0),--g,
Omega-6 Fats,Myristic Acid (14:0),7.342g,
Omega-6 Fats,Pentadecanoic Acid (15:0),1.107g,
Omega-6 Fats,Palmitic Acid (16:0),59.796g,
Omega-6 Fats,Margaric Acid (17:0),2.756g,
Omega-6 Fats,Stearic Acid (18:0),35.308g,
Omega-6 Fats,Arachidic Acid (20:0),0.158g,
Omega-6 Fats,Behenic Acid (22:0),--g,
Omega-6 Fats,Lignoceric Acid (24:0),0.226g,
Monounsaturated Fats,Myristoleic Acid (14:1),1.739g,
Monounsaturated Fats,Pentadecenoic Acid (15:1),1.175g,
Monounsaturated Fats,Palmitoleic Acid (16:1),8.765g,
Monounsaturated Fats,cis-Palmitoleic Acid (16:1 cis),8.336g,
Monounsaturated Fats,Heptadecenoic Acid (17:1),1.943g,
Monounsaturated Fats,Oleic Acid (18:1),105.202g,
Monounsaturated Fats,cis-Oleic Acid (18:1 cis),92.28g,
Monounsaturated Fats,cis-Vaccenic acid,--g,
Monounsaturated Fats,Gadoleic Acid (20:1),0.452g,
Monounsaturated Fats,Docosenoic Acid (22:1),0g,
Monounsaturated Fats,cis-Docosenoic Acid (22:1 cis),--g,
Monounsaturated Fats,cis-Tetracosenoic Acid (24:1 cis),--g,
Polyunsaturated Fats,Octadecadienoic Acid (18:2),10.414g,
Polyunsaturated Fats,Conjugated Linoleic Acid (CLAs),0.994g,
Polyunsaturated Fats,i-Octadecadienoic Acid (18:2 mixed isomers),--g,
Polyunsaturated Fats,undifferentiated-Octadecatrienoic,0.384g,
Polyunsaturated Fats,Octadecatrienoic Acid (mixed isomers),--g,
Polyunsaturated Fats,Parinaric Acid (18:4),0g,
Polyunsaturated Fats,Eicosatrienoic Acid (20:3),0.339g,
Polyunsaturated Fats,Eicosatetraenoic Acid 20:4,1.197g,
Polyunsaturated Fats,Heneicosapentaenoic Acid 21:5,--g,
Polyunsaturated Fats,22:4,--g,
Trans Fats,Trans-Polyenoic Fats,0.113g,
Trans Fats,Trans-Monoenoic Fats,13.373g,
Trans Fats,trans-Palmitoleic Acid (16:1 trans),0.452g,
Trans Fats,trans-Oleic Acid (18:1 trans),12.921g,
Trans Fats,trans-Docosenoic Acid (22:1 trans),--g,
Trans Fats,trans-Octadecadienoic Acid (18:2 trans),0.113g,
Trans Fats,trans-trans-Octadecadienoic Acid (18:2 trans trans),--g,
Phytosterols (Plant Sterols),Total Phytosterols,--g,
Phytosterols (Plant Sterols),Stigmasterol,--g,
Phytosterols (Plant Sterols),Campesterol,--g,
Phytosterols (Plant Sterols),Beta-sitosterol,--g,
Essential Amino Acids,Histidine,27560mg,3937%
Essential Amino Acids,Isoleucine,33682mg,2406%
Essential Amino Acids,Leucine,62778mg,2300%
Essential Amino Acids,Lysine,70436mg,3354%
Essential Amino Acids,Methionine,19292mg,2650%
Essential Amino Acids,Phenylalanine,28780mg,3289%
Essential Amino Acids,Threonine,33998mg,3238%
Essential Amino Acids,Tryptophan,7952mg,2840%
Essential Amino Acids,Valine,35534mg,1952%
Conditionally Essential Amino Acids,Arginine,48998mg,
Conditionally Essential Amino Acids,Cystine,7342mg,2558%
Conditionally Essential Amino Acids,Glycine,31242mg,
Conditionally Essential Amino Acids,Proline,30926mg,
Conditionally Essential Amino Acids,Tyrosine,27266mg,3116%
Non-Essential Amino Acids,Alanine,43169mg,
Non-Essential Amino Acids,Aspartic acid,70436mg,
Non-Essential Amino Acids,Betaine,364mg,
Non-Essential Amino Acids,Glutamic acid,118213mg,
Non-Essential Amino Acids,Hydroxyproline,3072mg,
Non-Essential Amino Acids,Serine,29706mg,
