Categories,Name,Measurement,Daily Value
Omega-6 Fats,Tridecanoic Acid (13:0),--g,
Omega-6 Fats,Myristic Acid (14:0),1.08g,
Omega-6 Fats,Pentadecanoic Acid (15:0),--g,
Omega-6 Fats,Palmitic Acid (16:0),8.478g,
Omega-6 Fats,Margaric Acid (17:0),--g,
Omega-6 Fats,Stearic Acid (18:0),4.772g,
Omega-6 Fats,Arachidic Acid (20:0),--g,
Omega-6 Fats,Behenic Acid (22:0),--g,
Omega-6 Fats,Lignoceric Acid (24:0),--g,
Monounsaturated Fats,Myristoleic Acid (14:1),--g,
Monounsaturated Fats,Pentadecenoic Acid (15:1),--g,
Monounsaturated Fats,Palmitoleic Acid (16:1),1.347g,
Monounsaturated Fats,cis-Palmitoleic Acid (16:1 cis),--g,
Monounsaturated Fats,Heptadecenoic Acid (17:1),--g,
Monounsaturated Fats,Oleic Acid (18:1),14.787g,
Monounsaturated Fats,cis-Oleic Acid (18:1 cis),--g,
Monounsaturated Fats,cis-Vaccenic acid,--g,
Monounsaturated Fats,Gadoleic Acid (20:1),0.018g,
Monounsaturated Fats,Docosenoic Acid (22:1),0g,
Monounsaturated Fats,cis-Docosenoic Acid (22:1 cis),--g,
Monounsaturated Fats,cis-Tetracosenoic Acid (24:1 cis),--g,
Polyunsaturated Fats,Octadecadienoic Acid (18:2),1.08g,
Polyunsaturated Fats,Conjugated Linoleic Acid (CLAs),--g,
Polyunsaturated Fats,i-Octadecadienoic Acid (18:2 mixed isomers),--g,
Polyunsaturated Fats,undifferentiated-Octadecatrienoic,0.091g,
Polyunsaturated Fats,Octadecatrienoic Acid (mixed isomers),--g,
Polyunsaturated Fats,Parinaric Acid (18:4),0g,
Polyunsaturated Fats,Eicosatrienoic Acid (20:3),--g,
Polyunsaturated Fats,Eicosatetraenoic Acid 20:4,0.141g,
Polyunsaturated Fats,Heneicosapentaenoic Acid 21:5,--g,
Polyunsaturated Fats,22:4,--g,
Trans Fats,Trans-Polyenoic Fats,--g,
Trans Fats,Trans-Monoenoic Fats,--g,
Trans Fats,trans-Palmitoleic Acid (16:1 trans),--g,
Trans Fats,trans-Oleic Acid (18:1 trans),--g,
Trans Fats,trans-Docosenoic Acid (22:1 trans),--g,
Trans Fats,trans-Octadecadienoic Acid (18:2 trans),--g,
Trans Fats,trans-trans-Octadecadienoic Acid (18:2 trans trans),--g,
Phytosterols (Plant Sterols),Total Phytosterols,--g,
Phytosterols (Plant Sterols),Stigmasterol,--g,
Phytosterols (Plant Sterols),Campesterol,--g,
Phytosterols (Plant Sterols),Beta-sitosterol,--g,
Essential Amino Acids,Histidine,5026mg,718%
Essential Amino Acids,Isoleucine,7162mg,512%
Essential Amino Acids,Leucine,12528mg,459%
Essential Amino Acids,Lysine,13309mg,634%
Essential Amino Acids,Methionine,4101mg,563%
Essential Amino Acids,Phenylalanine,6219mg,711%
Essential Amino Acids,Threonine,6291mg,599%
Essential Amino Acids,Tryptophan,1034mg,369%
Essential Amino Acids,Valine,7811mg,429%
Conditionally Essential Amino Acids,Arginine,10183mg,
Conditionally Essential Amino Acids,Cystine,2032mg,708%
Conditionally Essential Amino Acids,Glycine,9589mg,
Conditionally Essential Amino Acids,Proline,7507mg,
Conditionally Essential Amino Acids,Tyrosine,5017mg,573%
Non-Essential Amino Acids,Alanine,9571mg,
Non-Essential Amino Acids,Aspartic acid,14343mg,
Non-Essential Amino Acids,Betaine,79mg,
Non-Essential Amino Acids,Glutamic acid,23642mg,
Non-Essential Amino Acids,Hydroxyproline,1656mg,
Non-Essential Amino Acids,Serine,6201mg,
