Categories,Name,Measurement,Daily Value
Omega-6 Fats,Arachidonic acid (AA),--g,
Omega-6 Fats,Butyric (4:0),0g,
Omega-6 Fats,Caproic (6:0),0g,
Omega-6 Fats,Caprylic Acid (8:0),0g,
Omega-6 Fats,Capric Acid (10:0),0.019g,
Omega-6 Fats,Lauric Acid (12:0),0.015g,
Omega-6 Fats,Tridecanoic Acid (13:0),--g,
Omega-6 Fats,Myristic Acid (14:0),0.122g,
Omega-6 Fats,Pentadecanoic Acid (15:0),--g,
Omega-6 Fats,Palmitic Acid (16:0),2.094g,
Omega-6 Fats,Margaric Acid (17:0),--g,
Omega-6 Fats,Stearic Acid (18:0),1.155g,
Omega-6 Fats,Arachidic Acid (20:0),--g,
Omega-6 Fats,Behenic Acid (22:0),--g,
Omega-6 Fats,Lignoceric Acid (24:0),--g,
Monounsaturated Fats,Myristoleic Acid (14:1),--g,
Monounsaturated Fats,Pentadecenoic Acid (15:1),--g,
Monounsaturated Fats,Palmitoleic Acid (16:1),0.357g,
Monounsaturated Fats,cis-Palmitoleic Acid (16:1 cis),--g,
Monounsaturated Fats,Heptadecenoic Acid (17:1),--g,
Monounsaturated Fats,Oleic Acid (18:1),4.302g,
Monounsaturated Fats,cis-Oleic Acid (18:1 cis),--g,
Monounsaturated Fats,cis-Vaccenic acid,--g,
Monounsaturated Fats,Gadoleic Acid (20:1),0g,
Monounsaturated Fats,Docosenoic Acid (22:1),0g,
Monounsaturated Fats,cis-Docosenoic Acid (22:1 cis),--g,
Monounsaturated Fats,cis-Tetracosenoic Acid (24:1 cis),--g,
Polyunsaturated Fats,Octadecadienoic Acid (18:2),1.174g,
Polyunsaturated Fats,Conjugated Linoleic Acid (CLAs),--g,
Polyunsaturated Fats,i-Octadecadienoic Acid (18:2 mixed isomers),--g,
Polyunsaturated Fats,undifferentiated-Octadecatrienoic,0.125g,
Polyunsaturated Fats,Octadecatrienoic Acid (mixed isomers),--g,
Polyunsaturated Fats,Parinaric Acid (18:4),0g,
Polyunsaturated Fats,Eicosatrienoic Acid (20:3),--g,
Polyunsaturated Fats,Eicosatetraenoic Acid 20:4,0g,
Polyunsaturated Fats,Heneicosapentaenoic Acid 21:5,--g,
Polyunsaturated Fats,22:4,--g,
Trans Fats,Trans-Polyenoic Fats,--g,
Trans Fats,Trans-Monoenoic Fats,--g,
Trans Fats,trans-Palmitoleic Acid (16:1 trans),--g,
Trans Fats,trans-Oleic Acid (18:1 trans),--g,
Trans Fats,trans-Docosenoic Acid (22:1 trans),--g,
Trans Fats,trans-Octadecadienoic Acid (18:2 trans),--g,
Trans Fats,trans-trans-Octadecadienoic Acid (18:2 trans trans),--g,
Phytosterols (Plant Sterols),Total Phytosterols,--g,
Phytosterols (Plant Sterols),Stigmasterol,--g,
Phytosterols (Plant Sterols),Campesterol,--g,
Phytosterols (Plant Sterols),Beta-sitosterol,--g,
Essential Amino Acids,Histidine,149mg,21%
Essential Amino Acids,Isoleucine,240mg,17%
Essential Amino Acids,Leucine,506mg,19%
Essential Amino Acids,Lysine,448mg,21%
Essential Amino Acids,Methionine,130mg,18%
Essential Amino Acids,Phenylalanine,272mg,31%
Essential Amino Acids,Threonine,247mg,24%
Essential Amino Acids,Tryptophan,78mg,28%
Essential Amino Acids,Valine,306mg,17%
Conditionally Essential Amino Acids,Arginine,315mg,
Conditionally Essential Amino Acids,Cystine,125mg,43%
Conditionally Essential Amino Acids,Glycine,355mg,
Conditionally Essential Amino Acids,Proline,272mg,
Conditionally Essential Amino Acids,Tyrosine,177mg,20%
Non-Essential Amino Acids,Alanine,353mg,
Non-Essential Amino Acids,Aspartic acid,513mg,
Non-Essential Amino Acids,Betaine,--mg,
Non-Essential Amino Acids,Glutamic acid,697mg,
Non-Essential Amino Acids,Hydroxyproline,--mg,
Non-Essential Amino Acids,Serine,262mg,
